,Origin_Airport,Destination_Airport,Departure_Time,Arrival_Time,Airline,Duration,Date,Price
257,SGN,DAD,6:25 AM,7:55 AM,Vietnam Airlines,1 hr 30 min,2024-06-14,"₫1,746,000"
258,SGN,DAD,7:45 PM,9:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-14,"₫1,746,000"
259,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-14,"₫1,793,000"
260,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-14,"₫1,793,000"
261,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-14,"₫1,793,000"
262,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-14,"₫1,793,000"
263,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-14,"₫1,875,000"
264,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-14,"₫1,875,000"
265,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-14,"₫1,901,000"
266,SGN,DAD,8:05 AM,9:30 AM,Vietravel Airlines,1 hr 25 min,2024-06-14,"₫1,942,040"
267,SGN,DAD,7:10 AM,8:20 AM,Vietnam Airlines,1 hr 10 min,2024-06-14,"₫2,026,000"
268,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-14,"₫2,026,000"
269,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-14,"₫2,026,000"
270,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-14,"₫2,225,000"
271,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-14,"₫2,300,600"
272,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-14,"₫2,408,600"
273,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-14,"₫2,499,000"
274,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-14,"₫2,499,000"
275,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-14,"₫2,499,000"
276,SGN,DAD,11:00 AM,12:30 PM,Vietnam Airlines,1 hr 30 min,2024-06-14,"₫2,499,000"
277,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-14,"₫2,499,000"
278,SGN,DAD,11:05 PM,12:25 AM+1,VietJet Air,1 hr 20 min,2024-06-15,"₫1,004,600"
279,SGN,DAD,8:55 PM,10:15 PM,Vietravel Airlines,1 hr 20 min,2024-06-15,"₫1,013,240"
280,SGN,DAD,9:10 PM,10:35 PM,Bamboo Airways,1 hr 25 min,2024-06-15,"₫1,080,000"
281,SGN,DAD,12:10 AM,1:40 AM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫1,227,000"
282,SGN,DAD,10:10 PM,11:30 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,004,600"
283,SGN,DAD,9:00 PM,10:30 PM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫1,227,000"
284,SGN,DAD,9:15 PM,10:45 PM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫1,227,000"
285,SGN,DAD,10:15 PM,11:25 PM,Vietnam Airlines,1 hr 10 min,2024-06-15,"₫1,227,000"
286,SGN,DAD,10:30 PM,11:55 PM,Vietnam Airlines,1 hr 25 min,2024-06-15,"₫1,227,000"
287,SGN,DAD,11:05 PM,12:25 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-15,"₫1,227,000"
288,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-15,"₫1,368,000"
289,SGN,DAD,8:25 PM,9:55 PM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫1,368,000"
290,SGN,DAD,7:45 PM,9:05 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,382,600"
291,SGN,DAD,8:30 PM,9:50 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,382,600"
292,SGN,DAD,8:35 PM,9:55 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,382,600"
293,SGN,DAD,6:00 PM,7:25 PM,Vietnam Airlines,1 hr 25 min,2024-06-15,"₫1,486,000"
294,SGN,DAD,7:45 PM,9:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫1,486,000"
295,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,544,600"
296,SGN,DAD,8:10 AM,9:30 AM,Vietravel Airlines,1 hr 20 min,2024-06-15,"₫1,607,240"
297,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-15,"₫1,616,000"
298,SGN,DAD,3:30 PM,5:05 PM,Vietnam Airlines,1 hr 35 min,2024-06-15,"₫1,616,000"
299,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-15,"₫1,616,000"
300,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-15,"₫1,739,000"
301,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,793,000"
302,SGN,DAD,6:00 AM,7:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫1,875,000"
303,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-15,"₫1,875,000"
304,SGN,DAD,5:35 AM,6:55 AM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,933,400"
305,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,933,400"
306,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,933,400"
307,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫1,933,400"
308,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫2,026,000"
309,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫2,026,000"
310,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-15,"₫2,063,000"
311,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-15,"₫2,084,600"
312,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-15,"₫2,178,000"
313,SGN,DAD,7:00 AM,8:20 AM,Vietnam Airlines,1 hr 20 min,2024-06-15,"₫2,318,000"
314,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-15,"₫2,318,000"
315,SGN,DAD,11:05 PM,12:25 AM+1,VietJet Air,1 hr 20 min,2024-06-16,"₫1,004,600"
316,SGN,DAD,9:10 PM,10:35 PM,Bamboo Airways,1 hr 25 min,2024-06-16,"₫1,080,000"
317,SGN,DAD,8:55 PM,10:15 PM,Vietravel Airlines,1 hr 20 min,2024-06-16,"₫1,142,840"
318,SGN,DAD,12:10 AM,1:40 AM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,227,000"
319,SGN,DAD,10:10 PM,11:30 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,004,600"
320,SGN,DAD,8:30 PM,9:50 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,112,600"
321,SGN,DAD,8:25 PM,9:55 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,227,000"
322,SGN,DAD,9:00 PM,10:30 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,227,000"
323,SGN,DAD,9:15 PM,10:45 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,227,000"
324,SGN,DAD,10:15 PM,11:25 PM,Vietnam Airlines,1 hr 10 min,2024-06-16,"₫1,227,000"
325,SGN,DAD,10:30 PM,11:55 PM,Vietnam Airlines,1 hr 25 min,2024-06-16,"₫1,227,000"
326,SGN,DAD,10:45 PM,12:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-16,"₫1,227,000"
327,SGN,DAD,11:05 PM,12:25 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-16,"₫1,227,000"
328,SGN,DAD,11:45 PM,1:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-16,"₫1,227,000"
329,SGN,DAD,6:00 PM,7:25 PM,Vietnam Airlines,1 hr 25 min,2024-06-16,"₫1,368,000"
330,SGN,DAD,7:45 PM,9:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,368,000"
331,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-16,"₫1,368,000"
332,SGN,DAD,8:05 AM,9:30 AM,Vietravel Airlines,1 hr 25 min,2024-06-16,"₫1,380,440"
333,SGN,DAD,7:45 PM,9:05 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,382,600"
334,SGN,DAD,8:35 PM,9:55 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,382,600"
335,SGN,DAD,6:25 AM,7:55 AM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,486,000"
336,SGN,DAD,7:00 AM,8:20 AM,Vietnam Airlines,1 hr 20 min,2024-06-16,"₫1,486,000"
337,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-16,"₫1,486,000"
338,SGN,DAD,3:35 PM,5:05 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,486,000"
339,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-16,"₫1,486,000"
340,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,544,600"
341,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,544,600"
342,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,544,600"
343,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,544,600"
344,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-16,"₫1,577,000"
345,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-16,"₫1,577,000"
346,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,616,000"
347,SGN,DAD,11:10 AM,12:30 PM,Vietnam Airlines,1 hr 20 min,2024-06-16,"₫1,616,000"
348,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,616,000"
349,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-16,"₫1,616,000"
350,SGN,DAD,5:35 AM,6:55 AM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,663,400"
351,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,663,400"
352,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-16,"₫1,746,000"
353,SGN,DAD,6:00 AM,7:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫1,875,000"
354,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-16,"₫1,933,400"
355,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-16,"₫3,592,000"
356,SGN,DAD,11:05 PM,12:25 AM+1,VietJet Air,1 hr 20 min,2024-06-17,"₫1,004,600"
357,SGN,DAD,8:55 PM,10:15 PM,Vietravel Airlines,1 hr 20 min,2024-06-17,"₫1,013,240"
358,SGN,DAD,9:10 PM,10:35 PM,Bamboo Airways,1 hr 25 min,2024-06-17,"₫1,080,000"
359,SGN,DAD,12:10 AM,1:40 AM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,227,000"
360,SGN,DAD,10:10 PM,11:30 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,004,600"
361,SGN,DAD,8:30 PM,9:50 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,112,600"
362,SGN,DAD,8:35 PM,9:55 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,112,600"
363,SGN,DAD,9:05 PM,10:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-17,"₫1,227,000"
364,SGN,DAD,9:15 PM,10:45 PM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,227,000"
365,SGN,DAD,10:15 PM,11:25 PM,Vietnam Airlines,1 hr 10 min,2024-06-17,"₫1,227,000"
366,SGN,DAD,10:30 PM,11:55 PM,Vietnam Airlines,1 hr 25 min,2024-06-17,"₫1,227,000"
367,SGN,DAD,10:45 PM,12:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-17,"₫1,227,000"
368,SGN,DAD,11:05 PM,12:25 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-17,"₫1,227,000"
369,SGN,DAD,11:45 PM,1:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-17,"₫1,227,000"
370,SGN,DAD,6:00 PM,7:25 PM,Vietnam Airlines,1 hr 25 min,2024-06-17,"₫1,368,000"
371,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,382,600"
372,SGN,DAD,7:45 PM,9:05 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,382,600"
373,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-17,"₫1,486,000"
374,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-17,"₫1,486,000"
375,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-17,"₫1,486,000"
376,SGN,DAD,8:10 AM,9:30 AM,Vietravel Airlines,1 hr 20 min,2024-06-17,"₫1,488,440"
377,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,544,600"
378,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,544,600"
379,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,544,600"
380,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-17,"₫1,577,000"
381,SGN,DAD,6:00 AM,7:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,616,000"
382,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-17,"₫1,616,000"
383,SGN,DAD,5:35 AM,6:55 AM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,663,400"
384,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,663,400"
385,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-17,"₫1,739,000"
386,SGN,DAD,7:10 AM,8:20 AM,Vietnam Airlines,1 hr 10 min,2024-06-17,"₫1,746,000"
387,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,746,000"
388,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-17,"₫1,746,000"
389,SGN,DAD,10:00 AM,11:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,746,000"
390,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,746,000"
391,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-17,"₫1,746,000"
392,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-17,"₫1,793,000"
393,SGN,DAD,11:05 PM,12:25 AM+1,VietJet Air,1 hr 20 min,2024-06-18,"₫1,004,600"
394,SGN,DAD,8:55 PM,10:15 PM,Vietravel Airlines,1 hr 20 min,2024-06-18,"₫1,013,240"
395,SGN,DAD,9:10 PM,10:35 PM,Bamboo Airways,1 hr 25 min,2024-06-18,"₫1,080,000"
396,SGN,DAD,10:45 PM,12:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-18,"₫1,227,000"
397,SGN,DAD,10:10 PM,11:30 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,004,600"
398,SGN,DAD,8:30 PM,9:50 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,112,600"
399,SGN,DAD,8:35 PM,9:55 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,112,600"
400,SGN,DAD,9:15 PM,10:45 PM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,227,000"
401,SGN,DAD,10:15 PM,11:25 PM,Vietnam Airlines,1 hr 10 min,2024-06-18,"₫1,227,000"
402,SGN,DAD,10:30 PM,11:55 PM,Vietnam Airlines,1 hr 25 min,2024-06-18,"₫1,227,000"
403,SGN,DAD,11:05 PM,12:25 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-18,"₫1,227,000"
404,SGN,DAD,11:45 PM,1:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-18,"₫1,227,000"
405,SGN,DAD,5:30 AM,7:00 AM,Bamboo Airways,1 hr 30 min,2024-06-18,"₫1,275,000"
406,SGN,DAD,5:35 AM,6:55 AM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,382,600"
407,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,382,600"
408,SGN,DAD,7:45 PM,9:05 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,382,600"
409,SGN,DAD,6:00 AM,7:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,486,000"
410,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-18,"₫1,486,000"
411,SGN,DAD,3:35 PM,5:05 PM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,486,000"
412,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-18,"₫1,486,000"
413,SGN,DAD,4:55 PM,6:25 PM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,486,000"
414,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-18,"₫1,486,000"
415,SGN,DAD,8:55 PM,10:30 PM,Vietnam Airlines,1 hr 35 min,2024-06-18,"₫1,486,000"
416,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,544,600"
417,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,544,600"
418,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,544,600"
419,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,544,600"
420,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-18,"₫1,577,000"
421,SGN,DAD,8:10 AM,9:30 AM,Vietravel Airlines,1 hr 20 min,2024-06-18,"₫1,607,240"
422,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-18,"₫1,616,000"
423,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-18,"₫1,739,000"
424,SGN,DAD,7:00 AM,8:20 AM,Vietnam Airlines,1 hr 20 min,2024-06-18,"₫1,746,000"
425,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,746,000"
426,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-18,"₫1,746,000"
427,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,746,000"
428,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-18,"₫1,875,000"
429,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-18,"₫1,933,400"
430,SGN,DAD,11:05 PM,12:25 AM+1,VietJet Air,1 hr 20 min,2024-06-19,"₫1,004,600"
431,SGN,DAD,8:55 PM,10:15 PM,Vietravel Airlines,1 hr 20 min,2024-06-19,"₫1,013,240"
432,SGN,DAD,10:45 PM,12:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-19,"₫1,227,000"
433,SGN,DAD,10:10 PM,11:30 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,004,600"
434,SGN,DAD,10:15 PM,11:25 PM,Vietnam Airlines,1 hr 10 min,2024-06-19,"₫1,227,000"
435,SGN,DAD,10:30 PM,11:55 PM,Vietnam Airlines,1 hr 25 min,2024-06-19,"₫1,227,000"
436,SGN,DAD,11:05 PM,12:25 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-19,"₫1,227,000"
437,SGN,DAD,11:45 PM,1:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-19,"₫1,227,000"
438,SGN,DAD,8:30 PM,9:50 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,242,200"
439,SGN,DAD,8:35 PM,9:55 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,242,200"
440,SGN,DAD,9:10 PM,10:35 PM,Bamboo Airways,1 hr 25 min,2024-06-19,"₫1,275,000"
441,SGN,DAD,6:00 PM,7:25 PM,Vietnam Airlines,1 hr 25 min,2024-06-19,"₫1,368,000"
442,SGN,DAD,8:55 PM,10:30 PM,Vietnam Airlines,1 hr 35 min,2024-06-19,"₫1,368,000"
443,SGN,DAD,9:15 PM,10:45 PM,Vietnam Airlines,1 hr 30 min,2024-06-19,"₫1,368,000"
444,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,382,600"
445,SGN,DAD,7:45 PM,9:05 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,382,600"
446,SGN,DAD,6:00 AM,7:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-19,"₫1,486,000"
447,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-19,"₫1,486,000"
448,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-19,"₫1,486,000"
449,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-19,"₫1,486,000"
450,SGN,DAD,5:35 AM,6:55 AM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,544,600"
451,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,544,600"
452,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,544,600"
453,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,544,600"
454,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-19,"₫1,577,000"
455,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-19,"₫1,577,000"
456,SGN,DAD,8:10 AM,9:30 AM,Vietravel Airlines,1 hr 20 min,2024-06-19,"₫1,607,240"
457,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-19,"₫1,616,000"
458,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,663,400"
459,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-19,"₫1,746,000"
460,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-19,"₫1,746,000"
461,SGN,DAD,7:10 AM,8:20 AM,Vietnam Airlines,1 hr 10 min,2024-06-19,"₫1,875,000"
462,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-19,"₫1,875,000"
463,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-19,"₫1,875,000"
464,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-19,"₫1,933,400"
465,SGN,DAD,10:45 PM,12:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-20,"₫1,227,000"
466,SGN,DAD,11:05 PM,12:25 AM+1,VietJet Air,1 hr 20 min,2024-06-20,"₫1,242,200"
467,SGN,DAD,9:10 PM,10:35 PM,Bamboo Airways,1 hr 25 min,2024-06-20,"₫1,275,000"
468,SGN,DAD,8:55 PM,10:15 PM,Vietravel Airlines,1 hr 20 min,2024-06-20,"₫1,380,440"
469,SGN,DAD,11:45 PM,1:05 AM+1,Vietnam Airlines,1 hr 20 min,2024-06-20,"₫1,227,000"
470,SGN,DAD,10:15 PM,11:25 PM,Vietnam Airlines,1 hr 10 min,2024-06-20,"₫1,368,000"
471,SGN,DAD,10:30 PM,11:55 PM,Vietnam Airlines,1 hr 25 min,2024-06-20,"₫1,368,000"
472,SGN,DAD,8:30 PM,9:50 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,382,600"
473,SGN,DAD,10:10 PM,11:30 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,382,600"
474,SGN,DAD,9:15 PM,10:45 PM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫1,486,000"
475,SGN,DAD,6:00 PM,7:20 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,544,600"
476,SGN,DAD,7:45 PM,9:05 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,544,600"
477,SGN,DAD,8:35 PM,9:55 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,544,600"
478,SGN,DAD,4:15 PM,5:35 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,663,400"
479,SGN,DAD,5:35 AM,6:55 AM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,793,000"
480,SGN,DAD,2:35 PM,3:55 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,793,000"
481,SGN,DAD,8:25 PM,9:55 PM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫1,875,000"
482,SGN,DAD,8:55 PM,10:30 PM,Vietnam Airlines,1 hr 35 min,2024-06-20,"₫1,875,000"
483,SGN,DAD,2:00 PM,3:25 PM,Bamboo Airways,1 hr 25 min,2024-06-20,"₫1,901,000"
484,SGN,DAD,7:00 AM,8:20 AM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,933,400"
485,SGN,DAD,11:30 AM,12:50 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,933,400"
486,SGN,DAD,1:40 PM,3:00 PM,VietJet Air,1 hr 20 min,2024-06-20,"₫1,933,400"
487,SGN,DAD,8:10 PM,9:35 PM,Vietnam Airlines,1 hr 25 min,2024-06-20,"₫2,026,000"
488,SGN,DAD,9:40 AM,11:05 AM,Bamboo Airways,1 hr 25 min,2024-06-20,"₫2,063,000"
489,SGN,DAD,8:10 AM,9:30 AM,Vietravel Airlines,1 hr 20 min,2024-06-20,"₫2,071,640"
490,SGN,DAD,6:00 PM,7:25 PM,Vietnam Airlines,1 hr 25 min,2024-06-20,"₫2,318,000"
491,SGN,DAD,8:00 AM,9:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫2,499,000"
492,SGN,DAD,8:55 AM,10:30 AM,Vietnam Airlines,1 hr 35 min,2024-06-20,"₫2,499,000"
