Origin_Airport,Destination_Airport,Departure_Time,Arrival_Time,Airline,Duration,Date,Price
VCS,SGN,6:55 AM,7:55 AM,Vietnam Airlines,1 hr,2024-06-13,"₫1,587,000"
VCS,SGN,10:10 AM,11:15 AM,Vietnam Airlines,1 hr 5 min,2024-06-13,"₫1,652,000"
VCS,SGN,1:05 PM,1:50 PM,Vietnam Airlines,45 min,2024-06-13,"₫1,757,000"
VCS,SGN,6:50 AM,8:05 AM,Vietnam Airlines,1 hr 15 min,2024-06-13,"₫1,587,000"
VCS,SGN,8:20 AM,9:30 AM,,1 hr 10 min,2024-06-13,"₫1,652,000"
VCS,SGN,9:15 AM,10:20 AM,Operated by Vietnam Air Service,1 hr 5 min,2024-06-13,"₫1,652,000"
VCS,SGN,10:25 AM,11:35 AM,Vietnam Airlines,1 hr 10 min,2024-06-13,"₫1,652,000"
VCS,SGN,11:25 AM,12:35 PM,,1 hr 10 min,2024-06-13,"₫1,706,000"
VCS,SGN,4:40 PM,5:45 PM,Operated by Vietnam Air Service,1 hr 5 min,2024-06-13,"₫1,706,000"
VCS,SGN,3:45 PM,4:55 PM,Vietnam Airlines,1 hr 10 min,2024-06-13,"₫1,752,000"
VCS,SGN,1:45 PM,2:55 PM,Vietnam Airlines,1 hr 10 min,2024-06-13,"₫1,757,000"
VCS,SGN,1:35 PM,2:45 PM,Vietnam Airlines,1 hr 10 min,2024-06-13,"₫2,472,000"
VCS,SGN,6:50 AM,8:05 AM,Vietnam Airlines,1 hr 15 min,2024-06-14,"₫1,511,000"
VCS,SGN,6:55 AM,7:55 AM,,1 hr,2024-06-14,"₫1,511,000"
VCS,SGN,10:10 AM,11:15 AM,Operated by Vietnam Air Service,1 hr 5 min,2024-06-14,"₫1,587,000"
VCS,SGN,10:25 AM,11:35 AM,Vietnam Airlines,1 hr 10 min,2024-06-14,"₫1,587,000"
VCS,SGN,11:25 AM,12:35 PM,Vietnam Airlines,1 hr 10 min,2024-06-14,"₫1,587,000"
VCS,SGN,12:40 PM,1:50 PM,,1 hr 10 min,2024-06-14,"₫1,652,000"
VCS,SGN,1:35 PM,2:45 PM,Operated by Vietnam Air Service,1 hr 10 min,2024-06-14,"₫1,652,000"
VCS,SGN,1:45 PM,2:55 PM,Vietnam Airlines,1 hr 10 min,2024-06-14,"₫1,652,000"
VCS,SGN,3:45 PM,4:55 PM,Vietnam Airlines,1 hr 10 min,2024-06-14,"₫1,652,000"
VCS,SGN,4:00 PM,5:10 PM,,1 hr 10 min,2024-06-14,"₫1,652,000"
VCS,SGN,4:40 PM,5:45 PM,Operated by Vietnam Air Service,1 hr 5 min,2024-06-14,"₫1,652,000"
